Question,Answer,qtype
[PubMed] myocardial infarction therapy [5],"Author information:
(1)Division of Cardiovascular Medicine, Department of Medicine, University of 
the Philippines - Philippine General Hospital.
(2)Division of Adult Nephrology, Department of Medicine, University of the 
Philippines - Philippine General Hospital.",Research
[PubMed] myocardial infarction therapy [6],"INTRODUCTION: Acute coronary syndrome (ACS) and end-stage renal disease (ESRD) 
are both prevalent globally. The diagnosis and management of ACS in ESRD is 
difficult because the interplay of cardiovascular and renal disease is 
complicated. The guidelines for ACS may not be applicable to the ESRD population 
because the trials from which these are drawn mostly excluded ESRD patients.
OBJECTIVE: To determine the clinical profile and outcomes of CKD patients on 
dialysis admitted for ACS in the Philippine General Hospital (PGH).
METHODS: We did a retrospective cohort study and employed a retrospective review 
of electronic medical records among ESRD patients presenting with ACS in PGH 
from May 2021 to November 2023. The collected data was analyzed using univariate 
and bivariate statistics using PRISM software.
RESULTS: A total of 48 patients with ESRD were admitted for ACS in this study - 
8 with STEMI and 40 with NSTEMI. The mean age was 61 years old and 33 (68.8%) 
were male. Among those with STEMI, six (75%) presented with Kilip II or more. 
While among those with NSTEMI, 17 (42.5%) had a GRACE score >140 and 27 (67.5%) 
had an NSTEMI TIMI risk score >2. On average, the patients were on hemodialysis 
for 31 months prior to admission. The most common comorbidities were 
hypertension (91.7%) and heart failure (83.3%). On admission, 18 (37.5%) 
presented with SBP >160, 7 (14.6%) patients presented with shock, and 4 (8.3%) 
patients presented with cardiac arrest. 38 (79.2%) patients had anemia on 
admission. 21 (43.8%) patients had left ventricular hypertrophy on 
electrocardiogram while 34 (70.8%) patients had cardiomegaly on chest 
radiography. The average left ventricular ejection fraction on echocardiogram 
was 46% and 27 (90%) patients had segmental wall motion abnormalities. The most 
common angiographic finding was 3-vessel coronary artery disease seen in 50% of 
patients. Almost all patients received dual-antiplatelet therapy, high dose 
statin, and beta-blo",Research
[PubMed] myocardial infarction therapy [7],"3. Eur Heart J Case Rep. 2026 Jan 28;10(2):ytag056. doi: 10.1093/ehjcr/ytag056. 
eCollection 2026 Feb.",Research
[PubMed] myocardial infarction therapy [8],"Acute STEMI in a young adult without conventional risk factors: a case report of 
JAK2-positive essential thrombocythemia.",Research
[PubMed] myocardial infarction therapy [9],"Author information:
(1)Department of Medicine, Kaiser Permanente Oakland Medical Center, 3701 
Broadway, 4th Floor, Oakland, CA 94611, USA.
(2)Department of Cardiology, Kaiser Permanente San Francisco Medical Center, 
2425 Geary Blvd, 8th Floor, San Francisco, CA 94115, USA.
(3)Department of Cardiology, Kaiser Permanente Oakland Medical Center, 3701 
Broadway, 2nd Floor, Oakland, CA 94611, USA.",Research
[PubMed] myocardial infarction therapy [10],"BACKGROUND: The prevalence of acute coronary syndrome (ACS) in young adults (<40 
years) is rising, with a substantial proportion attributable to 
non-atherosclerotic causes. One cause is essential thrombocythemia (ET), a 
myeloproliferative neoplasm (MPN) characterized by increased risk of thrombosis 
and bleeding. Recognizing ET as an aetiology of ACS is clinically important, as 
it alters acute and long-term management. This case highlights myocardial 
infarction as the presenting event of JAK2-positive ET in a young patient 
without traditional risk factors.
CASE SUMMARY: A 31-year-old man with no cardiovascular risk factors developed 
severe chest pain while weightlifting. ECG revealed anterior ST-segment 
elevation, and troponin peaked above 22 500 ng/L. Point-of-care ultrasound 
showed apical wall motion abnormality, and suprasternal notch view revealed no 
intimal flap. Coronary angiography showed complete ostial left anterior 
descending artery occlusion, treated with intravascular ultrasound-guided 
drug-eluting stent placement. Persistent thrombocytosis after reperfusion and at 
follow-up, along with absence of other risk factors, prompted haematology 
consultation. Hypercoagulability testing revealed a JAK2 V617F mutation. ET was 
confirmed by bone marrow biopsy, and hydroxyurea was initiated alongside 
standard post-infarction therapy. The patient recovered left ventricular 
function.
DISCUSSION: This case highlights the importance of considering MPNs as a 
potential cause of ACS in young patients without traditional cardiovascular risk 
factors. Management of ET-associated ACS is complex, requiring careful balance 
of thrombosis prevention and bleeding risk. Cytoreduction with hydroxyurea is 
key to secondary prevention. Current ACS guidelines do not specifically address 
ET-associated ACS, underscoring the need for further studies in this high-risk 
population.",Research
[PubMed] myocardial infarction therapy [11],"© The Author(s) 2026. Published by Oxford University Press on behalf of the 
European Society of Cardiology.",Research
[PubMed] myocardial infarction therapy [12],"4. Biochem Biophys Rep. 2026 Mar 18;46:102552. doi: 10.1016/j.bbrep.2026.102552. 
eCollection 2026 Jun.",Research
[PubMed] myocardial infarction therapy [13],"Silicon-based agent mitigates fatty liver formation in a CDAHFD60-induced MASH 
mouse model by enhancing hepatic function.",Research
[PubMed] myocardial infarction therapy [14],"Author information:
(1)Department of Neuroscience and Cell Biology, Graduate School of Medicine, The 
University of Osaka, Osaka, 565-0871, Japan.
(2)Addiction Research Unit, Osaka Psychiatric Research Center, Osaka Psychiatric 
Medical Center, Osaka, 541-8567, Japan.
(3)SANKEN, The University of Osaka, Osaka, 567-0047, Japan.",Research
[PubMed] myocardial infarction therapy [15],"Metabolic dysfunction-associated steatohepatitis (MASH) is a progressive liver 
disorder marked by hepatic inflammation and injury caused by excessive fat 
accumulation unrelated to alcohol consumption. Its global.preva lence is 
increasing with obesity and metabolic syndrome and even at the simple steatosis 
stage, the risks of atherosclerosis, myocardial infarction, and stroke are 
elevated. Persistent MASH can advance to cirrhosis and hepatocellular carcinoma, 
underscoring the urgent need for effective therapies. Because oxidative stress 
drives MASH progression, antioxidants are considered promising interventions. 
Silicon (Si)-based agent acts as antioxidants that continuously generate 
molecular hydrogen through reaction with water, a known reactive oxygen species 
scavenger. Oral Si-based agent has shown benefits in oxidative stress-related 
disorders, including ulcerative colitis, Parkinson's disease, and intestinal 
ischemia-reperfusion injury. Here, we investigated whether Si-based agent exerts 
therapeutic effects on MASH using a choline-deficient, l-amino acid-defined, 
high-fat diet (CDAHFD60)-induced MASH mouse model. The Si-based agent was mixed 
at 2.5% into the CDAHFD60 and administered to mice for 12 weeks. Although no 
apparent macroscopic differences in fatty liver were observed, Si-based 
agent-treatment reduced hepatic lipid droplet accumulation by preventing 
MASH-associated bile dysfunction. Additionally, although the MASH models 
exhibited hypolipidemia and weight loss, Si-based agent-treatment alleviated 
hypolipidemia and suppressed weight loss. Furthermore, the Si-based agent 
attenuated systemic oxidative stress in the MASH mouse model. Overall, Si-based 
agent improved hepatic and systemic lipid metabolism, exerted systemic 
antioxidant effects, highlighting its therapeutic potential for MASH.",Research
[PubMed] myocardial infarction therapy [16],"Comparative Outcomes of Fractional Flow Reserve and Intravascular Ultrasound 
Guidance for Percutaneous Coronary Intervention in Intermediate Lesions: A 
Systematic Review and Meta-Analysis.",Research
[PubMed] myocardial infarction therapy [17],"Author information:
(1)Royal Blackburn Teaching Hospital, East Lancashire Hospitals Trust, 
Blackburn, England, UK.
(2)School of Medicine, University of Oxford, Oxfordshire, England, UK, ox.ac.uk.
(3)Kings College Hospital NHS Foundation Trust, London, England, UK, nhs.uk.
(4)Royal Preston Hospital, Lancashire Hospitals NHS Trust, Preston, England, UK, 
nhs.uk.
(5)Barking, Havering and Redbridge University Hospitals NHS Trust, London, 
England, UK, bhrhospitals.nhs.uk.
(6)Department of Cardiology, Glenfield Hospital, University Hospitals of 
Leicester NHS Trust, Leicester, UK, nhs.uk.
(7)Department of Cardiovascular Sciences, Clinical Science Wing, Glenfield 
Hospital, University of Leicester, Leicester, UK, le.ac.uk.",Research
[PubMed] myocardial infarction therapy [18],"OBJECTIVE: Advanced techniques beyond angiography increasingly guide 
percutaneous coronary intervention (PCI). Fractional flow reserve (FFR) and 
intravascular ultrasound (IVUS) are widely used for physiological and anatomical 
guidance, respectively. This study compares clinical outcomes of FFR versus 
IVUS-guided PCI.
METHODS: We conducted a systematic review and meta-analysis that identified 
studies comparing FFR- and IVUS-guided PCI. Primary outcomes included major 
adverse cardiovascular events (MACE), all-cause mortality, cardiac death, 
nonfatal myocardial infarction (MI) and target vessel revascularisation (TVR). A 
secondary outcome was the number of PCI procedures performed. Random effects 
modelling was used for all outcomes.
RESULTS: Six studies comprising 5040 patients (FFR: 2517; IVUS: 2523) were 
included. There were no significant differences between FFR- and IVUS-guided PCI 
in the incidence of MACE (RR = 1.13, 95% CI 0.89-1.44), all-cause mortality (RR 
= 0.82, 95% CI 0.41-1.64), cardiac death (RR = 1.05, 95% CI 0.60-1.85), nonfatal 
MI (RR = 1.35, 95% CI 0.72-2.52) or TVR (RR = 1.21, 95% CI 0.81-1.81). Subgroup 
analyses by study design (observational studies and randomised control trials) 
showed no significant effect modification for any outcome. There was no 
significant difference in the number of PCI procedures performed (RR = 0.78, 95% 
CI 0.59-1.02), although heterogeneity was high (I2 = 95%).
CONCLUSION: FFR and IVUS are both effective for guiding PCI, with similar 
outcomes in terms of MACE, mortality, MI, TVR and PCI procedures performed. 
Modality selection should be tailored to lesion complexity, institutional 
expertise and resource availability.",Research
[PubMed] myocardial infarction therapy [19],"Copyright © 2026 Eyad Jamileh et al. Cardiovascular Therapeutics published by 
John Wiley & Sons Ltd.",Research
[PubMed] myocardial infarction therapy [20],"6. Nan Fang Yi Ke Da Xue Xue Bao. 2026 Mar 20;46(3):550-558. doi: 
10.12122/j.issn.1673-4254.2026.03.09.",Research
[PubMed] myocardial infarction therapy [21],"[A nomogram model for predicting MACE risk following primary percutaneous 
coronary intervention in STEMI patients: an exploratory study based on serum 
GSDMD].",Research
[PubMed] myocardial infarction therapy [22],"Author information:
(1)Wuxi Clinical College of Anhui Medical University, Wuxi 214044, China.
(2)Fifth Clinical School of Anhui Medical University, Hefei 230032, China.
(3)Department of Cardiovascular Medicine.
(4)Second Clinical School of Anhui Medical University, Hefei 230032, China.
(5)Department of Laboratory, 904th Hospital of the PLA Joint Logistic Support 
Force, Wuxi 214044, China.
(6)Wuxi School of Medicine, Jiangnan University, Wuxi 214122, China.",Research
[PubMed] myocardial infarction therapy [23],"OBJECTIVES: To investigate the value of serum gasdermin D (GSDMD) level for 
predicting 30-day major adverse cardiovascular events (MACE) in patients 
following primary percutaneous coronary intervention (PPCI) for acute ST-segment 
elevation myocardial infarction (STEMI) and construct a predictive nomogram.
METHODS: A total of 100 STEMI patients undergoing PPCI were prospectively 
enrolled. Serum GSDMD levels of the patients were measured by ELISA before and 
on the second morning after PPCI and compared using Wilcoxon signed-rank test. 
The patients were divided into high-GSDMD and low-GSDMD groups based on the 
optimal cut-off value of postoperative GSDMD levels determined by the Youden 
index. During the 30-day follow-up, the patients were categorized into MACE 
group (n=26) and non-MACE group (n=74). The key predictors were selected using 
univariable and LASSO regression, followed by multivariable logistic regression 
to identify the independent risk factors. A nomogram was constructed and 
evaluated by ROC curve analysis, Bootstrap internal validation, Hosmer-Lemeshow 
test, calibration plots and decision curve analysis (DCA).
RESULTS: Post-PPCI serum GSDMD levels were significantly elevated relative to 
the pre-PPCI levels (Z=-4.848, P<0.001). The incidence of 30-day MACE was 
significantly higher in the high GSDMD group (P=0.01). Post-PPCI GSDMD level was 
identified as an independent risk factor for short-term MACE. The final nomogram 
incorporated Killip classification, number of stents, albumin, and post-PPCI 
GSDMD and demonstrated good predictive performance with an AUC of 0.847 
(P<0.001, 95% CI: 0.759-0.936), a sensitivity of 84.6% and a specificity of 
79.7%. All the validation analyses confirmed good predictive efficacy and 
clinical utility of the model.
CONCLUSIONS: Elevated post-PPCI serum GSDMD level is an independent risk factor 
for 30-day MACE in STEMI patients. The nomogram model based on this biomarker 
provides a reliable tool for short-t",Research
